feature,opinion,count,importance
class,laggy,4,0.5764
class,unreliable,2,-1.1676
class,hardcore,2,-1.1676
class,resolved,2,-1.1676
class,buy,2,-1.1676
class,ah,8,-4.4562
class,implemented,2,-1.1676
class,crafting,2,-1.1676
class,worthless,2,-1.1676
class,limited,4,-2.3352
class,inferno,4,-2.1888
class,reduced,2,-1.1676
class,build,2,-1.1676
class,minor,2,-1.1676
class,entire,4,-0.5312
class,pretty,2,-1.1676
class,ranged,2,-1.1676
class,constantly,2,1.744
class,better,4,3.455
class,lead,2,1.744
class,rare,2,-1.8392
class,set,4,-1.8392
class,legendary,4,-3.6784
class,random,4,-1.2027999999999999
class,stats,2,-1.8392
class,wear,2,-1.8392
class,depending,4,-2.827
class,holding,2,-1.8392
class,lame,2,-1.8392
class,worse,4,-2.4756
class,rid,2,1.711
class,virtual,2,1.711
class,massive,2,1.711
class,continue,2,1.711
class,giving,2,1.711
class,good,4,3.2068000000000003
class,based,2,1.711
class,benefited,2,0.0
class,forget,2,-0.9534
class,selling,2,-0.9534
class,mediocre,2,-0.9534
class,abundant,2,-0.9534
class,add,2,-1.0212
class,ultra,2,-1.0212
class,punishing,2,-1.0212
class,varying,2,-1.0212
class,loved,2,0.8038
class,found,4,0.1674
class,stale,2,0.8038
class,including,4,1.2652
class,fits,2,0.0
class,dialogues,2,0.0
class,multiple,4,1.8518
class,basically,2,0.68
class,warrior,2,0.68
class,barbarian,2,0.68
class,enjoying,2,0.6334
class,assuming,2,0.6334
class,higher,2,0.6334
class,easier,2,0.843
class,transfer,2,0.843
class,main,2,0.843
class,viable,2,0.0
class,builds,2,0.0
class,leveled,2,1.4958
class,feel,2,1.4958
class,playable,2,1.4958
class,enjoyable,2,1.4958
class,stand,2,-0.9878
class,hit,2,-0.9878
class,shotted,2,-0.9878
class,depends,4,1.2264000000000002
class,loot,4,-1.2728
class,ago,2,-0.6364
class,current,2,0.0
class,beginning,2,0.0
class,acknowledge,2,0.3022
class,spoiled,2,0.3022
class,d2,2,0.3022
class,linked,2,0.3022
class,normal,2,0.3022
class,new,8,1.8772000000000002
class,b0002bqn7q,2,0.3022
class,cm_cr_arp_d_rvw_txt,2,0.3022
class,battlechest,2,0.3022
class,released,2,0.3022
class,d3,4,1.5674000000000001
class,sooner,2,0.3022
class,stored,2,1.1718
class,simultaneously,2,1.1718
class,mixed,2,1.1718
class,sets,2,0.4046
class,specific,2,1.2652
class,interested,2,1.2652
class,precise,2,1.2652
class,check,2,1.2652
class,official,2,1.2652
class,note,2,0.6364
class,includes,2,0.6364
class,fairly,2,0.5
class,unique,2,0.5
class,increases,8,-1.8103999999999998
class,hardly,4,-0.9052
class,absolutely,2,-0.7194
friend,online,4,3.2528
friend,picked,4,2.3402000000000003
friend,pick,4,2.3402000000000003
friend,afterthought,2,0.5
friend,glad,2,0.5
friend,forced,2,0.5
friend,better,2,0.5
friend,jump,2,0.5
friend,attacking,2,0.5
friend,unemployed,2,1.036
friend,received,2,1.036
friend,sick,2,1.036
friend,lost,2,1.036
friend,worry,2,1.036
friend,easier,2,1.036
friend,pre,2,0.9878
friend,ordered,2,0.9878
friend,loves,2,1.1148
friend,multi,2,1.1148
friend,hate,2,1.1148
friend,awesome,2,1.1148
friend,single,2,1.1148
friend,thinking,2,0.9878
friend,update,2,1.4126
friend,home,2,1.4126
friend,duo,2,1.3616
friend,blasting,2,1.3616
friend,normal,2,1.3616
hunter,afterthought,2,0.5
hunter,glad,2,0.5
hunter,picked,2,0.5
hunter,forced,2,0.5
hunter,pick,2,0.5
hunter,better,2,0.5
hunter,jump,2,0.5
hunter,attacking,2,0.5
hunter,monk,4,1.5508000000000002
hunter,barbarian,18,7.7924
hunter,best,2,1.9066
hunter,summoned,2,1.9066
hunter,pretty,2,1.9066
hunter,cool,2,1.9066
hunter,created,2,0.9878
hunter,creating,2,0.9878
hunter,superfluous,2,0.9878
hunter,finished,2,1.0846
hunter,bad,2,0.9152
hunter,spells,2,0.9152
hunter,interesting,2,0.9152
hunter,rolled,2,-1.0998
hunter,build,2,-1.0998
hunter,ah,4,-2.1996
hunter,upgrade,2,-1.0998
hunter,insane,2,-1.0998
hunter,impossible,2,-1.0998
hunter,new,2,-1.0998
hunter,gear,2,-1.0998
hunter,wide,2,-0.7224
hunter,sniping,2,0.6364
hunter,fun,2,1.77
hunter,favorite,2,1.77
hunter,americas,2,0.5464
hunter,stable,2,0.5464
hunter,duo,2,1.3616
hunter,blasting,2,1.3616
hunter,normal,2,1.3616
hunter,include,2,-0.3558
hunter,means,2,-0.3558
hunter,double,2,-0.3558
hunter,found,2,1.2738
hunter,easiest,2,1.2738
hunter,special,4,2.1692
hunter,makes,2,1.2948
hunter,enjoyable,2,1.2948
hunter,unlock,2,1.2948
monk,afterthought,2,0.5
monk,glad,2,0.5
monk,picked,2,0.5
monk,forced,2,0.5
monk,pick,2,0.5
monk,better,4,2.2439999999999998
monk,jump,2,0.5
monk,attacking,2,0.5
monk,digging,2,0.0
monk,monk,2,1.9066
monk,barbarian,6,2.458
monk,best,8,5.078799999999999
monk,summoned,2,1.9066
monk,pretty,2,1.9066
monk,cool,2,1.9066
monk,entire,2,0.6364
monk,constantly,2,1.744
monk,laggy,2,1.744
monk,lead,2,1.744
monk,wide,2,-0.7224
monk,past,2,0.1544
monk,normal,6,-2.9816000000000003
monk,zoltun,2,0.0516
monk,kulle,4,0.1032
monk,horadrim,2,0.0516
monk,kill,2,1.1546
monk,fun,2,-1.48
monk,bit,2,-1.48
monk,buzz,2,-1.48
monk,add,4,-1.7378
monk,found,4,1.016
monk,spell,2,-0.2578
monk,result,2,0.2812
monk,totally,2,0.2812
monk,sharable,2,0.2812
monk,including,2,0.2812
monk,easiest,2,1.2738
monk,inferno,2,-0.9176
monk,spent,4,-2.4856
monk,notice,2,-1.568
monk,stuck,2,-1.568
monk,easier,2,0.843
match,afterthought,2,0.5
match,glad,2,0.5
match,picked,2,0.5
match,forced,2,0.5
match,pick,2,0.5
match,better,2,0.5
match,jump,2,0.5
match,attacking,2,0.5
match,mix,2,0.0
match,hot,2,0.0
style,afterthought,2,0.5
style,glad,2,0.5
style,picked,2,0.5
style,forced,2,0.5
style,pick,2,0.5
style,better,2,0.5
style,jump,2,0.5
style,attacking,2,0.5
style,colorful,2,0.0
style,cartoonish,2,0.0
style,equally,2,0.0
style,forgettable,2,0.0
style,customize,2,-0.4046
style,facial,2,-0.4046
style,nope,2,-0.4046
style,ugly,2,-0.4046
style,updated,2,0.68
style,makes,2,0.68
style,easy,2,0.68
style,suit,2,0.68
style,visual,2,0.6364
style,cool,2,0.6364
style,slashes,2,0.6364
style,dark,2,0.6364
style,act,2,0.6364
style,black,2,0.6364
style,stylish,2,0.6364
style,acts,2,0.0
style,pro,2,0.0
style,top,2,0.4046
style,deceptively,2,0.68
style,simple,2,0.68
style,set,2,0.0
style,future,2,0.0
style,mmo,2,0.0
style,understand,2,0.7224
style,agree,2,0.7224
style,immerse,2,0.7224
style,decent,2,0.7224
style,multiple,2,1.1718
style,stored,2,1.1718
style,simultaneously,2,1.1718
style,mixed,2,1.1718
style,pretty,2,0.843
style,hard,2,0.843
style,live,2,0.843
style,newer,2,0.843
style,multi,2,0.843
style,variable,2,0.843
style,easily,2,1.1718
style,switch,2,1.1718
style,builds,2,1.1718
style,based,2,1.1718
style,iii,2,1.2972
style,depending,2,1.2972
style,depends,2,0.68
style,great,2,1.8842
style,pay,2,1.8842
style,monthly,2,1.8842
style,nice,2,1.8842
style,recommend,2,1.5012
style,giving,2,1.5012
enemy,afterthought,2,0.5
enemy,glad,2,0.5
enemy,picked,2,0.5
enemy,forced,2,0.5
enemy,pick,2,0.5
enemy,better,2,0.5
enemy,jump,2,0.5
enemy,attacking,2,0.5
enemy,starting,2,-1.5424
enemy,main,2,-1.5424
enemy,throwing,2,-1.5424
enemy,attacks,2,-1.0846
enemy,normal,2,-1.0846
enemy,divided,2,-1.0846
enemy,err,2,-1.0846
enemy,gentle,2,-1.0846
distance,afterthought,2,0.5
distance,glad,2,0.5
distance,picked,2,0.5
distance,forced,2,0.5
distance,pick,2,0.5
distance,better,2,0.5
distance,jump,2,0.5
distance,attacking,2,0.5
distance,cooldown,2,1.8864
distance,barbarian,2,1.8864
distance,leaping,2,1.8864
distance,good,2,1.8864
distance,picking,2,1.8864
level,forward,4,0.0
level,logging,2,0.0
level,sacrificing,2,0.0
level,large,2,0.0
level,complete,2,0.0
level,attributes,2,0.0
level,automatically,2,0.0
level,distributed,2,0.0
level,based,4,-0.1032
level,free,2,1.6
level,till,2,1.6
level,spawn,2,1.6
level,claiming,2,1.6
level,utter,2,1.3602
level,hooked,2,1.3602
level,reaching,2,1.3602
level,enjoyed,4,2.7346
level,crafting,4,2.447
level,virtual,2,1.3936
level,complex,2,1.3936
level,functional,2,1.3936
level,boring,2,1.3936
level,repetitive,2,1.3936
level,normal,8,0.9762000000000001
level,max,8,3.567
level,released,2,0.0516
level,heard,2,0.0516
level,numerous,2,0.0774
level,supposedly,2,0.0774
level,offer,2,0.0774
level,found,4,-0.645
level,hard,4,-0.128
level,ridiculously,2,0.0774
level,easy,8,0.8167999999999999
level,expert,2,0.0774
level,allowed,2,-0.2812
level,choose,6,-0.1032
level,random,4,-1.9424000000000001
level,drop,2,-1.908
level,kill,2,-1.908
level,shotted,4,-3.816
level,challenging,4,-2.513
level,stupid,2,-1.908
level,hit,2,-1.908
level,inferno,4,-2.8255999999999997
level,prepared,2,-1.908
level,scaling,4,-2.8613999999999997
level,insane,4,-2.7784
level,makes,2,-1.908
level,linear,2,-1.908
level,entire,2,-1.908
level,appears,2,-0.9534
level,late,2,-0.9534
level,imagine,4,-2.2272
level,contributes,2,-0.9534
level,terrible,2,-0.9534
level,rare,10,-1.8392
level,set,2,-1.8392
level,legendary,14,-4.5488
level,stats,2,-1.8392
level,wear,2,-1.8392
level,depending,2,-1.8392
level,holding,2,-1.8392
level,lame,2,-1.8392
level,worse,2,-1.8392
level,drops,4,-0.5146
level,rpg,2,-1.2738
level,good,12,3.9220000000000006
level,bigger,2,-1.2738
level,skill,2,0.0
level,leveling,2,0.0
level,unlock,6,2.2296
level,predefined,2,0.0
level,current,4,0.7116
level,worthwhile,2,0.3558
level,real,2,0.3558
level,decides,2,1.341
level,depriving,2,1.341
level,earlier,2,1.341
level,extremely,2,1.5738
level,high,10,4.3238
level,grinded,2,1.5738
level,diminish,2,1.5738
level,repetitiveness,2,1.5738
level,grueling,2,1.5738
level,finally,2,-0.7224
level,reached,10,0.1995999999999999
level,filling,2,-0.7224
level,highest,4,-0.9278000000000001
level,killed,6,5.0844000000000005
level,recent,6,5.0844000000000005
level,closed,6,5.0844000000000005
level,indefinitely,6,5.0844000000000005
level,miss,6,5.0844000000000005
level,missed,6,5.0844000000000005
level,worthy,6,5.0844000000000005
level,countless,6,5.0844000000000005
level,nice,6,5.0844000000000005
level,headstart,6,5.0844000000000005
level,shown,2,0.9176
level,forced,2,0.9176
level,legal,2,0.9176
level,pull,2,0.9176
level,paid,2,0.9176
level,takes,2,0.9176
level,new,4,0.9176
level,americas,2,0.5464
level,barbarian,6,1.0928
level,stable,2,0.5464
level,prefers,2,0.8188
level,single,4,0.012599999999999945
level,huge,2,0.8188
level,seventy,4,1.6376
level,provided,2,0.8188
level,finished,2,-0.8062
level,left,2,-0.8062
level,net,2,-0.8062
level,screw,2,-0.8062
level,best,8,2.7092
level,easier,4,2.2786
level,transfer,2,0.843
level,main,2,0.843
level,magical,16,0.0
level,continues,2,0.4046
level,iii,2,0.4046
level,nm,2,0.4046
level,unique,2,0.4046
level,pony,2,-0.3062
level,dumb,2,-0.3062
level,similar,2,1.0534
level,wow,2,1.0534
level,great,2,0.8038
level,horribly,2,-1.0534
level,inflated,2,-1.0534
level,obtain,6,3.5154
level,low,14,6.825399999999998
level,massively,6,3.5154
level,powerful,6,3.5154
level,raised,2,-0.2054
level,pretty,4,-0.7518
level,better,10,4.356000000000001
level,modify,4,2.2296
level,lower,8,3.2296
level,barely,6,1.6392000000000002
level,moved,6,1.6392000000000002
level,equipping,6,1.6392000000000002
level,ish,6,1.6392000000000002
level,expect,2,0.0
level,lowest,2,-0.5464
level,patch,4,0.2064
level,replenish,4,1.0
level,leads,2,-1.5012
level,duplicates,2,-1.5012
level,increasing,2,-1.5012
level,defeated,2,-1.5012
level,prior,2,-1.5012
level,spent,2,-0.9176
level,added,2,0.0
level,unlocks,2,1.4356
level,accomplished,2,1.4356
level,previously,2,1.486
level,paragon,2,1.486
level,awarded,2,1.486
level,handful,2,1.486
level,pre,2,1.486
level,determined,2,1.486
level,total,2,0.0516
level,held,2,0.0516
level,separate,2,0.0516
level,allotted,2,0.0516
level,changed,2,0.0516
level,prevent,2,0.0516
level,quickly,4,1.3820000000000001
level,removed,2,1.3304
level,eventually,2,1.3304
level,godlike,2,1.3304
level,spoil,2,1.3304
level,final,2,-1.6252
level,stacking,2,-1.6252
level,deep,2,-1.6252
level,running,2,-1.6252
level,fighting,2,-1.6252
level,meaning,2,-0.1032
level,killing,2,-0.1032
level,increase,2,-0.1032
level,fought,2,-0.605
level,difficult,4,-1.21
level,start,2,-0.605
level,popping,2,-0.605
level,beginning,2,-0.605
level,read,2,1.6094
level,learns,2,0.0
level,unlocked,2,0.0
level,absolutely,2,-0.7194
amount,forward,2,0.0
amount,logging,2,0.0
amount,sacrificing,2,0.0
amount,large,2,0.0
amount,legendary,4,-1.7408
amount,insane,4,-1.7408
amount,drops,4,-1.7408
amount,beat,2,1.7146
amount,endless,2,1.7146
amount,improving,2,1.7146
amount,higher,2,1.7146
amount,ranks,2,1.7146
amount,better,2,1.7146
amount,waited,2,0.7224
amount,exorbitant,2,0.7224
amount,deliver,2,0.7224
amount,hacking,2,-1.2272
amount,feel,4,-2.4544
amount,pour,2,-1.2272
amount,ah,2,-1.2272
amount,stolen,2,-1.2272
amount,forced,2,-1.0212
amount,embarrassingly,2,-1.0212
amount,high,2,-1.0212
amount,random,2,0.0
amount,unique,4,-0.1656
amount,dependant,2,0.0
amount,incredible,2,0.0
amount,totally,2,-0.1656
amount,upping,2,0.0
amount,suggests,2,0.0
months,forward,2,0.0
months,logging,2,0.0
months,sacrificing,2,0.0
months,large,2,0.0
months,release,2,1.4192
months,glad,2,1.4192
months,drop,4,-0.6124
months,better,4,-0.6124
months,ago,12,-0.6328000000000001
months,inferno,4,-0.6124
months,manageable,4,-0.6124
months,wait,6,0.0
months,good,2,0.6364
months,fixed,2,0.0
months,ironed,2,0.0
months,shutting,2,0.0
months,decided,2,0.0
months,undergone,2,-0.7838
months,buying,2,-0.7838
months,older,2,-0.7838
months,released,2,0.0
months,update,2,0.592
months,shortly,2,0.592
months,original,2,0.592
months,stopped,2,0.592
months,worked,2,1.503
months,apparent,2,1.503
months,lost,2,1.503
months,great,2,1.503
months,newer,2,0.0
months,purchased,2,0.0
months,cry,2,-1.6252
months,online,2,-1.6252
months,dead,2,-1.6252
successor,worthy,4,2.642
successor,coming,2,1.4702
successor,found,2,1.4702
successor,great,2,1.4368
verdict,online,2,1.9558
verdict,pretty,2,1.9558
verdict,darn,2,1.9558
verdict,awesome,2,1.9558
verdict,enter,2,1.9558
verdict,new,2,1.9558
verdict,miss,2,1.9558
air,online,2,1.9558
air,pretty,2,1.9558
air,darn,2,1.9558
air,awesome,2,1.9558
air,enter,2,1.9558
air,new,2,1.9558
air,miss,2,1.9558
air,hit,4,-1.0928
air,launched,2,-0.5464
factor,online,2,1.9558
factor,pretty,2,1.9558
factor,darn,2,1.9558
factor,awesome,2,1.9558
factor,enter,2,1.9558
factor,new,4,3.0591999999999997
factor,miss,2,1.9558
factor,excel,2,1.1034
factor,contributing,2,1.1034
factor,move,2,1.1034
factor,d2,2,1.1034
factor,send,2,1.1034
factor,automatically,2,1.0212
factor,addicted,2,1.0212
load,online,2,1.9558
load,pretty,2,1.9558
load,darn,2,1.9558
load,awesome,2,1.9558
load,enter,2,1.9558
load,new,2,1.9558
load,miss,2,1.9558
times,online,2,1.9558
times,pretty,2,1.9558
times,darn,2,1.9558
times,awesome,2,1.9558
times,enter,2,1.9558
times,new,4,1.9558
times,miss,2,1.9558
times,disappointed,2,-0.7608
times,spoiled,2,-0.7608
times,laughable,2,-0.7608
times,shaking,2,-0.7608
times,kicked,2,-1.2972
times,net,2,-1.2972
times,lag,2,-1.2972
times,suck,2,-1.2972
times,regularly,2,0.7072
times,fun,4,1.7918000000000003
times,quick,2,0.7072
times,upsetting,2,-0.9534
times,discovered,2,-0.3558
times,literally,2,-0.3558
times,necessary,2,-0.3558
times,past,2,-0.3558
times,realized,2,-0.3558
times,repetitiveness,2,-0.3558
times,worse,2,-0.3558
times,recommend,2,0.8994
times,happened,2,0.0
times,feels,6,2.7866
times,paying,4,3.4696
times,notice,2,0.0
times,static,2,0.0
times,require,2,0.0
times,strictly,2,0.0
times,uninterrupted,2,0.0
times,sad,2,-0.9534
times,forced,2,-0.9176
times,move,2,-0.9176
times,launch,2,0.0
times,rocky,2,0.0
times,bring,2,0.0
times,single,4,0.5044000000000001
times,d2,2,0.68
times,survive,2,1.1118
times,killed,2,1.1118
times,depleting,2,1.1118
times,generous,2,1.0212
times,sit,2,1.0212
times,cancel,2,-0.5
times,wait,2,-0.5
times,hard,2,1.0846
times,simply,2,1.0846
times,fell,2,1.0846
times,killing,2,1.0846
times,grinding,2,0.0
times,multiple,2,0.0
times,start,2,-1.2972
times,sleeping,2,-1.2972
times,i,2,-1.2972
times,m,2,-1.2972
times,dead,2,-1.2972
times,encourage,2,-0.8046
times,pulls,2,-0.8046
times,main,2,-0.8046
times,release,2,1.1718
times,ready,2,1.1718
times,double,2,0.4046
times,edged,2,0.4046
times,better,2,0.4046
times,bored,2,0.4046
times,annoying,2,-0.683
times,dumbed,2,-0.683
op,online,2,1.9558
op,pretty,2,1.9558
op,darn,2,1.9558
op,awesome,2,1.9558
op,enter,2,1.9558
op,new,2,1.9558
op,miss,2,1.9558
op,easier,4,2.6094
op,transfer,2,0.843
op,main,2,0.843
op,incredibly,2,1.6244
op,easy,2,1.6244
op,shoot,2,0.2096
op,breeze,2,0.2096
op,random,2,0.2096
op,chat,2,0.2096
op,kicks,2,0.0
op,key,2,0.0
op,bought,2,0.0
op,extra,2,1.7664
op,real,4,0.5966
op,makes,2,1.7664
op,boring,2,-1.1698
op,single,2,-1.1698
dungeon,online,2,1.9558
dungeon,pretty,2,1.9558
dungeon,darn,2,1.9558
dungeon,awesome,2,1.9558
dungeon,enter,2,1.9558
dungeon,new,2,1.9558
dungeon,miss,2,1.9558
dungeon,looting,2,1.0212
dungeon,favorite,2,1.0212
dungeon,disrupted,2,0.592
dungeon,multiple,2,0.592
dungeon,literally,2,0.592
dungeon,drag,2,0.592
dungeon,sounds,2,-0.7604
dungeon,boring,2,-0.7604
dungeon,normal,2,0.68
dungeon,explored,2,0.68
dungeon,optional,2,0.68
dungeon,pick,2,0.6364
dungeon,grinding,2,-0.9176
dungeon,shortcut,2,1.0282
dungeon,neat,2,1.0282
memories,fond,2,-1.569
memories,ago,2,-1.569
memories,barbarian,2,-1.569
memories,filled,2,-1.569
memories,stealing,4,-3.138
memories,swinging,2,-1.569
memories,decently,2,1.3816
memories,brings,2,1.3816
gem,fond,2,-1.569
gem,ago,2,-1.569
gem,barbarian,2,-1.569
gem,filled,2,-1.569
gem,stealing,4,-3.138
gem,swinging,2,-1.569
gem,ring,2,1.2248
gem,maximum,2,1.2248
gem,giving,2,1.2248
gem,single,2,1.2248
gem,possibly,2,1.2248
gem,pure,2,1.2248
swords,fond,2,-1.569
swords,ago,2,-1.569
swords,barbarian,2,-1.569
swords,filled,2,-1.569
swords,stealing,4,-3.138
swords,swinging,2,-1.569
swords,hard,4,-3.8376
swords,lost,2,-1.9188
swords,hid,2,-1.9188
swords,broke,2,-1.9188
swords,distinct,2,-1.9188
swords,equivalently,2,-1.9188
swords,pathological,2,-1.9188
swords,evil,4,-3.8376
swords,working,2,-1.9188
swords,execute,2,-1.9188
life,fond,2,-1.569
life,ago,2,-1.569
life,barbarian,2,-1.569
life,filled,2,-1.569
life,stealing,4,-3.138
life,swinging,2,-1.569
life,unemployed,2,1.036
life,received,2,1.036
life,sick,2,1.036
life,lost,2,1.036
life,worry,2,1.036
life,easier,2,1.036
life,guess,2,0.5848
life,pays,2,0.5848
life,aware,2,0.5848
life,worked,2,1.798
life,drew,2,1.798
life,good,2,1.798
life,wasted,2,1.798
life,happily,2,1.798
life,hundred,2,1.798
life,buying,2,1.798
life,till,2,1.798
life,half,2,1.798
life,patched,2,1.798
life,ripped,2,1.798
life,virtual,2,1.798
life,totally,2,0.0
life,absent,2,0.0
life,sucking,2,0.0
life,shorten,2,-1.247
life,bad,2,-1.247
life,compact,2,-1.247
life,d2,2,-1.247
life,d3,4,-2.1522
life,sucks,2,-1.247
life,simple,2,-1.247
life,reading,2,-1.247
life,need,2,0.0
life,finally,2,0.3558
life,amazon,2,0.3558
life,owning,2,0.3558
life,atleast,2,-0.9052
life,spit,2,-0.9052
life,claimed,2,-0.9052
life,worth,2,-0.9052
life,single,2,-0.6982
star,reviewed,4,1.184
star,admit,4,1.184
star,enamored,4,1.184
star,half,4,0.0
star,originally,4,0.0
star,rated,4,0.0
star,minus,8,-3.3188
star,incredibly,2,0.0
star,slow,2,0.0
star,dropping,2,1.436
star,lower,2,1.436
star,hate,2,-1.1438
star,completely,2,0.0
star,unwarranted,2,0.0
star,deserve,2,0.7224
star,ds,2,0.7224
star,complaining,2,-0.4046
star,deserves,2,0.0
star,online,4,-0.9534
star,falls,2,-1.7914
star,set,2,-1.7914
star,investigate,2,-1.7914
star,tasked,2,-1.7914
star,fighting,2,-1.7914
star,new,2,-1.7914
star,lead,2,-1.7914
star,good,4,-3.3188
star,updated,4,-3.3188
star,punitive,4,-3.3188
star,hobbling,4,-3.3188
star,badly,4,-3.3188
star,damnable,4,-3.3188
star,imagine,2,-0.3062
star,real,2,-0.3062
reviews,reviewed,2,0.592
reviews,admit,2,0.592
reviews,enamored,2,0.592
reviews,negative,14,-8.6244
reviews,net,2,-1.1438
reviews,bought,2,-1.2192
reviews,spend,2,-1.2192
reviews,ii,2,-0.0516
reviews,waiting,2,-0.0516
reviews,iii,2,-0.0516
reviews,read,12,1.1104
reviews,save,2,-0.0516
reviews,suffering,2,-0.0516
reviews,waited,2,-1.1438
reviews,buying,6,-2.082
reviews,purchased,4,-1.6982
reviews,offered,2,-1.1438
reviews,original,2,0.68
reviews,based,2,0.68
reviews,plenty,2,1.826
reviews,short,2,1.826
reviews,fun,2,1.826
reviews,easy,2,1.826
reviews,intuitive,2,1.826
reviews,good,6,1.1596000000000002
reviews,acting,2,1.826
reviews,pretty,2,1.826
reviews,shallow,2,1.826
reviews,terrible,4,3.652
reviews,awful,2,1.826
reviews,atrocious,2,1.826
reviews,offline,2,1.826
reviews,connected,2,1.826
reviews,impossible,2,1.826
reviews,casual,2,1.826
reviews,drops,2,1.826
reviews,frustrating,2,1.826
reviews,special,2,1.826
reviews,involved,2,1.826
reviews,grinding,2,1.826
reviews,sets,2,1.826
reviews,extremely,2,1.826
reviews,narrow,2,1.826
reviews,undergone,2,-0.7838
reviews,older,2,-0.7838
reviews,hope,2,0.6364
reviews,bad,4,-0.6106000000000001
reviews,teach,2,0.6364
reviews,better,4,2.2102
reviews,completely,2,0.0
reviews,unwarranted,2,0.0
reviews,deserve,2,0.7224
reviews,ds,2,0.7224
reviews,complaining,4,-0.8092
reviews,coming,2,-1.5968
reviews,previous,2,-1.5968
reviews,recent,2,1.2972
reviews,released,2,1.2972
reviews,positive,2,1.2972
reviews,coupled,2,1.2972
reviews,write,2,1.5738
reviews,written,2,1.5738
reviews,covered,2,1.5738
reviews,reading,4,-0.3662000000000001
reviews,bunch,2,0.8808
reviews,online,4,0.8808
reviews,worried,2,-1.4192
reviews,shorten,2,-1.247
reviews,compact,2,-1.247
reviews,d2,2,-1.247
reviews,d3,2,-1.247
reviews,sucks,2,-1.247
reviews,simple,2,-1.247
expansion,guessing,2,0.5464
expansion,eventual,2,0.5464
expansion,additional,2,0.5464
expansion,levels,2,0.5464
expansion,purchasing,2,0.5464
expansion,excellent,2,1.1438
expansion,reviewed,2,1.1438
expansion,factoring,2,1.1438
expansion,ago,4,3.4756
expansion,great,4,1.8954
expansion,max,2,0.0516
expansion,normal,4,0.3538
expansion,released,4,0.3538
expansion,heard,2,0.0516
expansion,promising,2,0.8038
expansion,appears,2,0.8038
expansion,update,2,0.8038
expansion,wait,6,0.8038
expansion,pally,2,0.8038
expansion,best,2,0.9176
expansion,completely,2,0.9176
expansion,missing,2,0.9176
expansion,apparently,2,0.9176
expansion,ii,2,0.8038
expansion,earlier,2,0.1576
expansion,fantastic,2,0.1576
expansion,found,2,0.7548
expansion,promotional,2,0.7548
expansion,drop,2,1.3096
expansion,half,4,3.1076
expansion,increase,2,1.3096
expansion,original,4,2.6192
expansion,worked,2,1.798
expansion,drew,2,1.798
expansion,good,8,3.9121999999999995
expansion,wasted,2,1.798
expansion,happily,2,1.798
expansion,hundred,2,1.798
expansion,buying,2,1.798
expansion,till,2,1.798
expansion,patched,2,1.798
expansion,ripped,2,1.798
expansion,virtual,2,1.798
expansion,playable,2,0.0
expansion,online,2,0.0
expansion,anymore,2,0.0
expansion,warcraft,2,0.0
expansion,forward,2,0.0
expansion,bought,4,-0.9176
expansion,pathetic,2,-0.9176
expansion,home,2,-0.9176
expansion,killed,4,3.3896
expansion,recent,4,3.3896
expansion,closed,4,3.3896
expansion,indefinitely,4,3.3896
expansion,miss,4,3.3896
expansion,missed,4,3.3896
expansion,worthy,4,3.3896
expansion,countless,4,3.3896
expansion,nice,4,3.3896
expansion,headstart,4,3.3896
expansion,sadly,2,-1.2754
expansion,better,4,2.8252
expansion,addictive,4,2.8252
expansion,darker,4,2.8252
expansion,complex,4,2.8252
expansion,new,12,4.3826
expansion,purchased,2,1.3616
expansion,recommended,2,1.3616
expansion,enjoying,2,0.6334
expansion,assuming,2,0.6334
expansion,higher,2,0.6334
expansion,real,2,-0.592
expansion,top,2,-0.592
expansion,existing,2,-0.592
expansion,monthly,2,-0.592
expansion,fun,2,-1.48
expansion,bit,2,-1.48
expansion,buzz,2,-1.48
expansion,add,2,-1.48
expansion,short,2,0.0
expansion,compared,2,0.0
expansion,fixed,2,0.0
expansion,fairly,2,1.1438
expansion,forgot,2,1.1438
expansion,posting,2,1.1438
expansion,hate,2,0.9406
expansion,wow,2,0.9406
expansion,acknowledge,2,0.3022
expansion,spoiled,2,0.3022
expansion,d2,2,0.3022
expansion,linked,2,0.3022
expansion,b0002bqn7q,2,0.3022
expansion,cm_cr_arp_d_rvw_txt,2,0.3022
expansion,battlechest,2,0.3022
expansion,d3,2,0.3022
expansion,sooner,2,0.3022
expansion,acknowledged,2,0.0
expansion,future,2,0.0
expansion,revamp,2,0.0
expansion,edit,2,0.0
expansion,souls,2,0.0
expansion,approaching,2,0.0
expansion,need,2,0.0
expansion,occurred,2,0.0
expansion,dropped,2,0.0
expansion,impacted,2,0.0
expansion,unlocks,2,1.4356
expansion,easier,2,1.4356
expansion,accomplished,2,1.4356
expansion,note,2,0.6364
expansion,entire,2,0.6364
expansion,includes,2,0.6364
expansion,random,2,0.6364
expansion,helps,2,1.1194
expansion,easily,2,0.68
expansion,makes,2,1.2948
expansion,enjoyable,2,1.2948
expansion,unlock,2,1.2948
expansion,ordered,2,0.0
expansion,newest,2,0.0
elements,miss,2,-0.4494
elements,rpg,2,-0.4494
elements,lodged,2,-0.4728
elements,found,2,-0.4728
elements,essentially,2,-0.4728
elements,baseless,2,-0.4728
elements,bother,2,-0.4728
elements,check,2,-0.4728
elements,fun,2,1.1546
elements,altogether,2,1.1546
